"CODGEO","Nb Pharmacies et parfumerie","Dynamique Entrepreneuriale","Dynamique Entrepreneuriale Service et Commerce","Synergie Médicale COMMUNE","Orientation Economique","Indice Fiscal Partiel","Score Fiscal","Indice Evasion Client","Score Evasion Client","Indice Synergie Médicale","Score Synergie Médicale","SEG Croissance POP","LIBGEO","REG","DEP","Nb Omnipraticiens BV","Nb Infirmiers Libéraux BV","Nb dentistes Libéraux BV","Nb pharmaciens Libéraux BV","Densité Médicale BV","Score équipement de santé BV","Indice Démographique","Score Démographique","Indice Ménages","Score Ménages","Population","Evolution Population","Evolution Pop %","Nb Ménages","Nb Résidences Principales","Nb propriétaire","Nb Logement","Nb Résidences Secondaires","Nb Log Vacants","Nb Occupants Résidence Principale","Nb Femme","Nb Homme","Nb Mineurs","Nb Majeurs","Nb Etudiants","Nb Entreprises Secteur Services","Nb Entreprises Secteur Commerce","Nb Entreprises Secteur Construction","Nb Entreprises Secteur Industrie","Nb Création Enteprises","Nb Création Industrielles","Nb Création Construction","Nb Création Commerces","Nb Création Services","Moyenne Revenus Fiscaux Départementaux","Moyenne Revenus Fiscaux Régionaux","Dep Moyenne Salaires Horaires","Dep Moyenne Salaires Cadre Horaires","Dep Moyenne Salaires Prof Intermédiaire Horaires","Dep Moyenne Salaires Employé Horaires","Dep Moyenne Salaires Ouvrié Horaires","Reg Moyenne Salaires Horaires","Reg Moyenne Salaires Cadre Horaires","Reg Moyenne Salaires Prof Intermédiaire Horaires","Reg Moyenne Salaires Employé Horaires","Reg Moyenne Salaires Ouvrié Horaires","Valeur ajoutée régionale","Urbanité Ruralité","Score Urbanité","Nb Atifs","Nb Actifs Salariés","Nb Actifs Non Salariés","Nb Logement Secondaire et Occasionnel","Nb Hotel","Capacité Hotel","Nb Camping","Capacité Camping","Dynamique Démographique BV","Taux étudiants","Taux Propriété","Dynamique Démographique INSEE","Capacité Fisc","Capacité Fiscale","Moyenne Revnus fiscaux","Taux Evasion Client","Nb Education, santé, action sociale","Nb Services personnels et domestiques","Nb Santé, action sociale","Nb Industries des biens intermédiaires","Nb de Commerce","Nb de Services aux particuliers","Nb institution de Education, santé, action sociale, administration","PIB Régionnal","SEG Environnement Démographique Obsolète","Score Croissance Population","Score Croissance Entrepreneuriale","Score VA Région","Score PIB","Environnement Démographique","Fidélité","SYN MEDICAL","Seg Cap Fiscale","Seg Dyn Entre","DYN SetC","CP"
"01063",0.0,82.0,24.0,95,"Bassin Industriel",101.93878,59.04139,0.0,0.0,95.47261,0.10945,"en croissance démographique","Brion","82","01",6,6,4,4,0.078779752,1,34.07794,0.0263,29.23375,0.01746,559,34,6,194,194,148,208,6,8,559,524,574,676,422,47,13.0,6.0,5.0,15.0,2.0,0.0,0.0,0.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,277.0,240.0,37.0,6.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,71,-4,116,116,11483.5,0,1.0,1.0,1.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",73.77049,0.00346,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01064",0.0,74.0,18.0,96,"Bassin Industriel",101.93878,59.04139,0.0,0.0,96.47759,0.11078,"en croissance démographique","Briord","82","01",5,7,2,2,0.073080791,1,41.08861,0.0317,39.32994,0.02349,674,23,3,261,262,153,332,54,16,670,634,668,805,497,31,7.0,7.0,6.0,10.0,4.0,0.0,1.0,2.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,297.0,275.0,22.0,54.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,46,-2,117,117,11483.5,0,0.0,0.0,1.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.54098,0.02478,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01065",0.0,83.0,52.0,135,"Bassin Urbain",101.93878,59.04139,0.0,0.0,135.67161,0.16283,"en croissance démographique","Buellas","82","01",12,12,6,6,1.0,1,78.51948,0.06059,72.02955,0.04303,1288,43,3,478,478,379,501,10,13,1288,1246,1256,1563,939,93,25.0,16.0,7.0,5.0,7.0,0.0,1.0,3.0,3.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,626.0,535.0,91.0,10.0,0.0,0.0,0.0,0.0,"Grande Ville",0,75,-4,127,127,11483.5,0,8.0,2.0,7.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",72.54098,0.0389,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01066",0.0,48.0,3.0,121,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,121.60196,0.14415,"en croissance démographique","La Burbanche","82","01",26,21,10,10,0.100905129,3,3.41389,0.00263,5.12344,0.00306,56,-8,-15,34,34,24,87,46,7,56,54,58,63,49,2,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,21.0,20.0,1.0,46.0,0.0,0.0,0.0,0.0,"3.Accroissement par excédent migratoire",0,27,1,108,108,11483.5,0,1.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",65.16393,0.0,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01067",0.0,54.0,9.0,101,"Bassin Industriel",101.93878,59.04139,0.0,0.0,101.50246,0.11745,"en croissance démographique","Ceignes","82","01",7,8,5,5,0.092189071,3,13.96037,0.01077,13.41136,0.00801,229,-2,-1,89,89,62,104,14,1,230,210,226,271,165,16,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,110.0,96.0,14.0,14.0,0.0,0.0,0.0,0.0,"2.Accroissement par excédent naturel",0,59,0,111,111,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",70.90164,0.0,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01068",0.0,81.0,35.0,151,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,151.75121,0.18419,"en croissance démographique","Cerdon","82","01",31,36,18,18,0.099228964,4,40.96668,0.03161,40.83684,0.02439,672,-23,-3,271,271,184,399,76,52,634,684,624,789,519,49,9.0,18.0,7.0,9.0,7.0,2.0,1.0,2.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,253.0,201.0,52.0,76.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,46,2,116,116,11483.5,0,0.0,1.0,1.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",70.08197,0.02997,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01069",0.0,89.0,34.0,122,"Bassin Urbain",101.93878,59.04139,0.0,0.0,122.60693,0.14548,"en croissance démographique","Certines","82","01",12,12,6,6,1.0,1,78.45852,0.06054,67.20749,0.04015,1287,69,5,446,445,320,461,6,10,1288,1242,1218,1568,892,107,16.0,11.0,8.0,13.0,2.0,0.0,0.0,0.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,620.0,554.0,66.0,6.0,0.0,0.0,0.0,0.0,"Grande Ville",0,69,-7,127,127,11483.5,0,2.0,1.0,2.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",73.36066,0.00346,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01071",0.0,152.0,97.0,121,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,121.60196,0.14415,"en croissance démographique","Cessy","82","01",13,2,7,7,0.062018103,2,139.42085,0.10758,127.18188,0.07597,2287,52,2,844,846,576,903,43,14,2283,2240,2188,2790,1638,147,19.0,55.0,25.0,17.0,10.0,1.0,1.0,5.0,3.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com < 50 m habts",37.5,1145.0,1028.0,117.0,43.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,63,-5,144,144,11483.5,0,6.0,2.0,4.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.13115,0.06196,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Dynamique Economique","Dynamique Serv et Com",1
"01072",0.0,176.0,146.0,146,"Bassin Urbain",101.93878,59.04139,0.0,0.0,146.72633,0.17752,"en croissance démographique","Ceyzériat","82","01",12,12,6,6,1.0,1,145.57804,0.11233,136.37394,0.08146,2388,48,2,905,905,599,992,44,43,2247,2412,2270,2849,1833,152,72.0,43.0,20.0,27.0,17.0,1.0,3.0,2.0,11.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com < 10 m habts",12.5,1088.0,973.0,115.0,44.0,0.0,0.0,0.0,0.0,"Grande Ville",0,60,-5,142,142,11483.5,0,14.0,5.0,20.0,9364,9350,3372,15105,173681,"Com < 10 m habts en croissance démographique",72.13115,0.04726,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Dynamique Economique","Bonne Dynamique Entreprise Serv et Com",1
"01073",0.0,80.0,25.0,98,"Bassin Industriel",101.93878,59.04139,0.0,0.0,98.48754,0.11345,"en croissance démographique","Ceyzérieu","82","01",7,11,4,4,0.111632585,1,49.74526,0.03838,52.28923,0.03124,816,-15,-1,347,342,284,510,127,41,814,820,774,955,639,58,12.0,8.0,12.0,4.0,2.0,0.0,0.0,0.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,339.0,293.0,46.0,127.0,0.0,0.0,0.0,0.0,"3.Accroissement par excédent migratoire",0,55,0,118,118,11483.5,0,0.0,1.0,1.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",70.90164,0.00346,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01074",0.0,146.0,102.0,151,"Bassin Urbain",101.93878,59.04139,0.0,0.0,151.75121,0.18419,"en croissance démographique","Chalamont","82","01",12,12,6,6,1.0,1,100.95362,0.0779,99.30434,0.05932,1656,0,0,659,658,340,765,61,46,1591,1676,1524,1933,1267,103,46.0,34.0,19.0,20.0,7.0,1.0,3.0,2.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,675.0,572.0,103.0,61.0,0.0,0.0,0.0,0.0,"Grande Ville",0,44,0,129,129,11483.5,0,14.0,8.0,19.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",71.31148,0.02997,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Dynamique Economique","Dynamique Serv et Com",1
"01075",0.0,96.0,47.0,130,"Bassin Urbain",101.93878,59.04139,0.0,0.0,130.64673,0.15616,"en croissance démographique","Chaleins","82","01",12,12,6,6,1.0,1,62.48639,0.04822,52.28923,0.03124,1025,59,5,347,347,251,372,12,13,1025,982,1002,1263,721,89,21.0,16.0,6.0,17.0,7.0,1.0,4.0,1.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,484.0,412.0,72.0,12.0,0.0,0.0,0.0,0.0,"Grande Ville",0,67,-6,123,123,11483.5,0,7.0,2.0,7.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",73.36066,0.02104,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Moyenne dynamique","Faible Dynamique Serv et Com",1
"01076",0.0,49.0,3.0,143,"Bassin Résidentiel",101.93878,59.04139,124.22775,0.05311,143.71141,0.17351,"en croissance démographique","Chaley","82","01",31,36,18,18,0.099228964,4,6.52297,0.00503,8.43861,0.00504,107,-7,-6,56,56,37,132,60,16,106,92,118,114,96,3,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,35.0,34.0,1.0,60.0,0.0,0.0,1.0,32.0,"1.Accroissement par excédent naturel et migratoire",0,28,0,109,109,11483.5,1,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",68.85246,0.0,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Mobile","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01077",0.0,50.0,2.0,143,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,143.71141,0.17351,"en croissance démographique","Challes","82","01",31,36,18,18,0.099228964,4,12.37535,0.00955,13.10998,0.00783,203,-3,-1,87,86,60,123,21,16,200,206,186,230,162,14,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,86.0,71.0,15.0,21.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,48,0,110,110,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",70.90164,0.0,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01078",0.0,70.0,19.0,121,"Bassin Urbain",101.93878,59.04139,0.0,0.0,121.60196,0.14415,"en croissance démographique","Challex","82","01",12,12,6,6,1.0,1,64.62007,0.04986,59.8237,0.03574,1060,-17,-1,397,395,279,451,30,26,986,1034,1050,1264,820,74,7.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,469.0,411.0,58.0,30.0,0.0,0.0,0.0,0.0,"Grande Ville",0,61,1,122,122,11483.5,0,1.0,1.0,1.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",70.90164,0.0,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01079",0.0,98.0,54.0,137,"Bassin Résidentiel",101.93878,59.04139,124.22775,0.05311,137.68156,0.1655,"en croissance démographique","Champagne-en-Valromey","82","01",26,21,10,10,0.100905129,3,41.08861,0.0317,37.22029,0.02223,674,-65,-9,247,247,163,343,71,25,560,660,642,761,541,21,28.0,15.0,7.0,15.0,5.0,0.0,0.0,3.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,230.0,159.0,71.0,71.0,0.0,0.0,1.0,33.0,"3.Accroissement par excédent migratoire",0,47,7,115,115,11483.5,1,6.0,2.0,7.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",67.62295,0.03545,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Mobile","Forte Synergie Médicale","Fiscalité moyenne","Moyenne dynamique","Faible Dynamique Serv et Com",1
"01080",0.0,54.0,11.0,108,"Bassin Résidentiel",101.93878,59.04139,124.22775,0.05311,108.53729,0.1268,"en croissance démographique","Champdor","82","01",7,16,4,4,0.147167281,4,25.96995,0.02004,23.50755,0.01404,426,18,4,156,156,92,203,31,16,425,394,434,515,313,24,7.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,203.0,179.0,24.0,31.0,0.0,0.0,1.0,80.0,"4.Déclin par déficit naturel et migratoire",0,45,-2,114,114,11483.5,1,0.0,1.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en déclin démographique",72.95082,0.00173,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Mobile","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01081",0.0,64.0,25.0,111,"Bassin Résidentiel",101.93878,59.04139,124.22775,0.05311,111.55221,0.1308,"en croissance démographique","Champfromier","82","01",17,9,10,10,0.067717063,2,36.02874,0.0278,33.60374,0.02007,591,33,5,223,223,129,335,92,20,590,586,548,708,426,33,12.0,8.0,3.0,5.0,6.0,0.0,2.0,0.0,4.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,285.0,246.0,39.0,92.0,1.0,6.0,1.0,30.0,"1.Accroissement par excédent naturel et migratoire",0,38,-3,117,117,11483.5,1,3.0,0.0,3.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",73.36066,0.01037,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Mobile","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01082",0.0,55.0,12.0,110,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,110.54724,0.12947,"en croissance démographique","Chanay","82","01",17,9,10,10,0.067717063,2,34.93141,0.02695,27.57617,0.01647,573,8,1,183,183,113,256,39,34,450,640,468,776,332,96,5.0,5.0,1.0,5.0,2.0,1.0,0.0,0.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,186.0,168.0,18.0,39.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,44,0,114,114,11483.5,0,0.0,0.0,1.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",71.72131,0.00346,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01083",0.0,71.0,22.0,114,"Bassin Industriel",101.93878,59.04139,0.0,0.0,114.56713,0.13481,"en croissance démographique","Chaneins","82","01",9,14,7,7,0.092859537,4,34.1389,0.02634,29.23375,0.01746,560,19,3,194,194,158,229,21,14,553,528,550,681,397,36,8.0,9.0,5.0,8.0,4.0,0.0,2.0,0.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,236.0,196.0,40.0,21.0,1.0,7.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,68,-2,115,115,11483.5,0,1.0,2.0,1.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.54098,0.00692,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01084",0.0,61.0,12.0,119,"Bassin Urbain",101.93878,59.04139,0.0,0.0,119.59201,0.14148,"en croissance démographique","Chanoz-Châtenay","82","01",12,12,6,6,1.0,1,29.99347,0.02314,28.02823,0.01674,492,23,4,186,186,144,233,37,10,492,480,468,578,370,37,6.0,4.0,4.0,5.0,3.0,0.0,1.0,0.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,212.0,175.0,37.0,37.0,0.0,0.0,0.0,0.0,"Grande Ville",0,61,-2,114,114,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",72.95082,0.00519,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01085",0.0,57.0,9.0,109,"Bassin Industriel",101.93878,59.04139,0.0,0.0,109.54226,0.12813,"en croissance démographique","La Chapelle-du-Châtelard","82","01",9,14,7,7,0.092859537,4,16.03309,0.01237,14.91825,0.00891,263,7,2,99,99,74,128,23,6,263,224,282,308,198,11,2.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,119.0,83.0,36.0,23.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,57,0,112,112,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.13115,0.0,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01087",0.0,51.0,6.0,101,"Bassin Industriel",101.93878,59.04139,124.22775,0.05311,101.50246,0.11745,"en croissance démographique","Charix","82","01",7,8,5,5,0.092189071,3,16.15502,0.01247,15.52101,0.00927,265,9,3,103,103,73,152,46,3,265,254,264,309,209,14,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,114.0,92.0,22.0,46.0,1.0,3.0,1.0,20.0,"2.Accroissement par excédent naturel",0,48,0,111,111,11483.5,1,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.54098,0.0,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Mobile","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01088",0.0,77.0,37.0,123,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,123.61191,0.14682,"en croissance démographique","Charnoz-sur-Ain","82","01",13,19,9,9,0.092189071,4,49.25756,0.03801,38.42581,0.02295,808,30,3,255,255,226,293,35,3,809,720,816,1025,511,36,18.0,11.0,7.0,5.0,5.0,0.0,0.0,1.0,4.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,375.0,335.0,40.0,35.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,77,-2,120,120,11483.5,0,4.0,0.0,7.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.54098,0.01758,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01089",1.0,138.0,38.0,242,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,243.20392,0.30565,"en croissance démographique","Château-Gaillard","82","01",31,36,18,18,0.099228964,4,83.51839,0.06444,72.93368,0.04357,1370,47,3,484,484,370,529,15,30,1370,1318,1318,1666,970,100,15.0,15.0,28.0,20.0,6.0,0.0,2.0,1.0,3.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,579.0,512.0,67.0,15.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,69,-5,126,126,11483.5,0,2.0,1.0,2.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.54098,0.01931,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Dynamique Economique","Faible Dynamique Serv et Com",1
"01090",0.0,46.0,7.0,122,"Bassin Urbain",101.93878,59.04139,0.0,0.0,122.60693,0.14548,"en croissance démographique","Châtenay","82","01",12,12,6,6,1.0,1,18.7764,0.01449,17.47997,0.01044,308,7,2,116,116,82,137,13,8,308,298,302,373,227,22,2.0,4.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,138.0,105.0,33.0,13.0,0.0,0.0,0.0,0.0,"Grande Ville",0,59,0,112,112,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",72.13115,0.01412,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
