"CODGEO","Nb Pharmacies et parfumerie","Dynamique Entrepreneuriale","Dynamique Entrepreneuriale Service et Commerce","Synergie Médicale COMMUNE","Orientation Economique","Indice Fiscal Partiel","Score Fiscal","Indice Evasion Client","Score Evasion Client","Indice Synergie Médicale","Score Synergie Médicale","SEG Croissance POP","LIBGEO","REG","DEP","Nb Omnipraticiens BV","Nb Infirmiers Libéraux BV","Nb dentistes Libéraux BV","Nb pharmaciens Libéraux BV","Densité Médicale BV","Score équipement de santé BV","Indice Démographique","Score Démographique","Indice Ménages","Score Ménages","Population","Evolution Population","Evolution Pop %","Nb Ménages","Nb Résidences Principales","Nb propriétaire","Nb Logement","Nb Résidences Secondaires","Nb Log Vacants","Nb Occupants Résidence Principale","Nb Femme","Nb Homme","Nb Mineurs","Nb Majeurs","Nb Etudiants","Nb Entreprises Secteur Services","Nb Entreprises Secteur Commerce","Nb Entreprises Secteur Construction","Nb Entreprises Secteur Industrie","Nb Création Enteprises","Nb Création Industrielles","Nb Création Construction","Nb Création Commerces","Nb Création Services","Moyenne Revenus Fiscaux Départementaux","Moyenne Revenus Fiscaux Régionaux","Dep Moyenne Salaires Horaires","Dep Moyenne Salaires Cadre Horaires","Dep Moyenne Salaires Prof Intermédiaire Horaires","Dep Moyenne Salaires Employé Horaires","Dep Moyenne Salaires Ouvrié Horaires","Reg Moyenne Salaires Horaires","Reg Moyenne Salaires Cadre Horaires","Reg Moyenne Salaires Prof Intermédiaire Horaires","Reg Moyenne Salaires Employé Horaires","Reg Moyenne Salaires Ouvrié Horaires","Valeur ajoutée régionale","Urbanité Ruralité","Score Urbanité","Nb Atifs","Nb Actifs Salariés","Nb Actifs Non Salariés","Nb Logement Secondaire et Occasionnel","Nb Hotel","Capacité Hotel","Nb Camping","Capacité Camping","Dynamique Démographique BV","Taux étudiants","Taux Propriété","Dynamique Démographique INSEE","Capacité Fisc","Capacité Fiscale","Moyenne Revnus fiscaux","Taux Evasion Client","Nb Education, santé, action sociale","Nb Services personnels et domestiques","Nb Santé, action sociale","Nb Industries des biens intermédiaires","Nb de Commerce","Nb de Services aux particuliers","Nb institution de Education, santé, action sociale, administration","PIB Régionnal","SEG Environnement Démographique Obsolète","Score Croissance Population","Score Croissance Entrepreneuriale","Score VA Région","Score PIB","Environnement Démographique","Fidélité","SYN MEDICAL","Seg Cap Fiscale","Seg Dyn Entre","DYN SetC","CP"
"01191",0.0,52.0,9.0,106,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,106.52734,0.12413,"en croissance démographique","Izenave","82","01",7,16,4,4,0.147167281,4,8.9005,0.00687,9.04137,0.0054,146,0,0,60,60,44,78,11,7,146,140,146,174,112,6,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,63.0,52.0,11.0,11.0,0.0,0.0,0.0,0.0,"4.Déclin par déficit naturel et migratoire",0,56,0,110,110,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en déclin démographique",71.31148,0.0,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01192",0.0,176.0,79.0,107,"Bassin Industriel",101.93878,59.04139,0.0,0.0,107.53231,0.12546,"en croissance démographique","Izernore","82","01",6,6,4,4,0.078779752,1,100.70977,0.07771,91.76986,0.05482,1652,97,5,609,609,341,666,38,19,1641,1562,1638,2019,1181,104,39.0,23.0,16.0,52.0,4.0,0.0,2.0,1.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,820.0,727.0,93.0,38.0,1.0,9.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,51,-10,133,133,11483.5,0,7.0,4.0,7.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",73.36066,0.01585,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Dynamique Economique","Faible Dynamique Serv et Com",1
"01193",0.0,47.0,5.0,121,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,121.60196,0.14415,"en croissance démographique","Izieu","82","01",26,21,10,10,0.100905129,3,10.85129,0.00837,11.00033,0.00657,178,-5,-3,73,73,56,103,20,10,178,172,174,208,138,12,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,72.0,64.0,8.0,20.0,0.0,0.0,0.0,0.0,"3.Accroissement par excédent migratoire",0,54,0,110,110,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",70.08197,0.0,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01194",0.0,297.0,232.0,177,"Bassin Urbain",101.93878,59.04139,0.0,0.0,177.88055,0.21889,"en croissance démographique","Jassans-Riottier","82","01",12,12,6,6,1.0,1,325.1121,0.25086,292.78957,0.1749,5333,369,6,1943,1946,1057,2022,18,58,5338,5192,5154,6551,3795,405,107.0,74.0,46.0,54.0,37.0,5.0,8.0,5.0,19.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com < 200 m habts",62.5,2286.0,2098.0,188.0,18.0,1.0,15.0,0.0,0.0,"Grande Ville",0,52,-38,179,179,11483.5,0,37.0,12.0,37.0,9364,9350,3372,15105,173681,"Com < 200 m habts en croissance démographique",73.77049,0.10864,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Dynamique Economique","Bonne Dynamique Entreprise Serv et Com",1
"01195",0.0,94.0,52.0,129,"Bassin Urbain",101.93878,59.04139,0.0,0.0,129.64176,0.15483,"en croissance démographique","Jasseron","82","01",12,12,6,6,1.0,1,76.62965,0.05913,65.85128,0.03934,1257,-25,-2,437,436,323,485,21,28,1180,1296,1162,1502,956,84,21.0,20.0,13.0,5.0,3.0,1.0,0.0,1.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,559.0,493.0,66.0,21.0,1.0,32.0,0.0,0.0,"Grande Ville",0,66,3,125,125,11483.5,0,3.0,3.0,2.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",70.4918,0.01412,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Moyenne dynamique","Faible Dynamique Serv et Com",1
"01196",0.0,80.0,35.0,113,"Bassin diversifié",101.93878,59.04139,0.0,0.0,113.56216,0.13347,"en croissance démographique","Jayat","82","01",10,14,5,5,0.083808247,3,47.18484,0.03641,44.30269,0.02646,774,0,0,294,294,222,340,26,20,773,714,796,923,587,58,11.0,16.0,4.0,12.0,4.0,1.0,1.0,1.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com < 10 m habts",12.5,339.0,275.0,64.0,26.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,65,0,118,118,11483.5,0,4.0,2.0,4.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",71.31148,0.01585,32.42578,33.83811,"Bassin diversifié en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01197",0.0,56.0,16.0,125,"Bassin Urbain",101.93878,59.04139,124.22775,0.05311,125.62186,0.14949,"en croissance démographique","Journans","82","01",12,12,6,6,1.0,1,20.11757,0.01552,17.32928,0.01035,330,13,4,115,115,101,151,27,9,330,318,322,395,245,31,10.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,149.0,126.0,23.0,27.0,0.0,0.0,1.0,44.0,"Grande Ville",0,66,-1,112,112,11483.5,1,0.0,3.0,0.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",72.95082,0.0,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Mobile","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01198",0.0,45.0,6.0,99,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,99.49251,0.11478,"en croissance démographique","Joyeux","82","01",7,6,6,6,0.102246061,1,12.55824,0.00969,11.60309,0.00693,206,3,1,77,77,40,97,13,7,206,184,218,239,163,10,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,98.0,71.0,27.0,13.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,41,0,111,111,11483.5,0,1.0,1.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",71.72131,0.0,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01199",0.0,122.0,78.0,159,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,159.791,0.19487,"en croissance démographique","Jujurieux","82","01",31,36,18,18,0.099228964,4,103.39211,0.07978,106.68812,0.06373,1696,-13,0,708,709,431,952,157,86,1646,1678,1598,1965,1311,99,32.0,29.0,14.0,16.0,5.0,0.0,2.0,1.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com < 10 m habts",12.5,652.0,573.0,79.0,157.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,45,0,128,128,11483.5,0,10.0,3.0,12.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",71.31148,0.01758,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Dynamique Economique","Faible Dynamique Serv et Com",1
"01200",0.0,45.0,9.0,143,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,143.71141,0.17351,"en croissance démographique","Labalme","82","01",31,36,18,18,0.099228964,4,8.22991,0.00635,8.89068,0.00531,135,3,2,59,59,35,85,19,7,135,120,140,161,99,9,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,56.0,47.0,9.0,19.0,1.0,12.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,41,0,110,110,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.13115,0.0,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01202",0.0,306.0,318.0,195,"Bassin Industriel",101.93878,59.04139,0.0,0.0,195.9701,0.24292,"en croissance démographique","Lagnieu","82","01",12,13,8,8,0.08414348,3,358.58042,0.27669,352.31189,0.21046,5882,359,6,2338,2341,1259,2651,85,225,5824,5796,5676,7039,4433,387,139.0,109.0,39.0,45.0,36.0,4.0,8.0,6.0,18.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com < 10 m habts",25.0,2491.0,2269.0,222.0,85.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,47,-42,186,186,11483.5,0,46.0,22.0,46.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",73.77049,0.11585,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Dynamique Economique","Bonne Dynamique Entreprise Serv et Com",1
"01203",0.0,100.0,32.0,106,"Bassin Industriel",101.93878,59.04139,0.0,0.0,106.52734,0.12413,"en croissance démographique","Laiz","82","01",7,6,5,5,0.067046597,3,60.35271,0.04657,49.72751,0.02971,990,44,4,330,331,251,356,15,10,986,962,956,1246,672,84,13.0,12.0,15.0,12.0,4.0,1.0,1.0,1.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com < 10 m habts",12.5,469.0,409.0,60.0,15.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,70,-4,122,122,11483.5,0,1.0,2.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.95082,0.01585,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Moyenne dynamique","Faible Dynamique Serv et Com",1
"01204",0.0,55.0,11.0,104,"Bassin Industriel",101.93878,59.04139,0.0,0.0,104.51739,0.12146,"en croissance démographique","Lalleyriat","82","01",7,8,5,5,0.092189071,3,11.88765,0.00917,11.30171,0.00675,195,8,4,75,75,50,126,40,11,195,166,210,234,142,6,3.0,6.0,1.0,5.0,3.0,1.0,0.0,1.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,104.0,85.0,19.0,40.0,0.0,0.0,0.0,0.0,"2.Accroissement par excédent naturel",0,39,0,111,111,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.95082,0.01412,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01205",0.0,68.0,10.0,110,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,110.54724,0.12947,"en croissance démographique","Lancrans","82","01",17,9,10,10,0.067717063,2,56.93882,0.04394,57.86474,0.03457,934,16,1,384,384,226,458,27,47,935,942,884,1122,704,50,4.0,4.0,5.0,9.0,5.0,1.0,2.0,0.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com < 50 m habts",37.5,417.0,388.0,29.0,27.0,1.0,17.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,49,-1,121,121,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",71.72131,0.00865,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01206",0.0,48.0,4.0,101,"Bassin Industriel",101.93878,59.04139,0.0,0.0,101.50246,0.11745,"en croissance démographique","Lantenay","82","01",7,8,5,5,0.092189071,3,15.66732,0.01209,14.01412,0.00837,257,13,5,93,95,71,128,26,7,260,224,276,321,179,15,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,115.0,105.0,10.0,26.0,0.0,0.0,0.0,0.0,"2.Accroissement par excédent naturel",0,55,-1,111,111,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",73.36066,0.0,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01207",0.0,56.0,7.0,99,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,99.49251,0.11478,"en croissance démographique","Lapeyrouse","82","01",7,6,6,6,0.102246061,1,13.71652,0.01058,11.90447,0.00711,225,9,4,79,79,57,93,10,4,226,222,220,277,165,10,4.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,107.0,83.0,24.0,10.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,61,-1,111,111,11483.5,0,0.0,1.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.95082,0.0,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01208",0.0,46.0,5.0,96,"Bassin Industriel",101.93878,59.04139,0.0,0.0,96.47759,0.11078,"en croissance démographique","Lavours","82","01",7,11,4,4,0.111632585,1,7.13259,0.0055,7.38378,0.00441,117,-10,-8,49,49,38,73,19,5,117,108,118,132,94,1,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,43.0,41.0,2.0,19.0,1.0,22.0,0.0,0.0,"3.Accroissement par excédent migratoire",0,52,1,109,109,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",68.03279,0.00173,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01209",0.0,50.0,14.0,111,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,111.55221,0.1308,"en croissance démographique","Léaz","82","01",17,9,10,10,0.067717063,2,29.38384,0.02267,30.13789,0.018,482,12,2,200,199,150,265,35,31,481,488,450,564,374,17,6.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,219.0,187.0,32.0,35.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,56,-1,115,115,11483.5,0,2.0,0.0,2.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.13115,0.0,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01210",0.0,85.0,66.0,113,"Bassin Résidentiel",101.93878,59.04139,248.45549,0.10621,113.56216,0.13347,"en croissance démographique","Lélex","82","01",17,9,10,10,0.067717063,2,13.41171,0.01035,15.06894,0.009,220,1,0,100,99,53,682,564,19,220,218,212,259,171,14,22.0,29.0,3.0,8.0,2.0,0.0,0.0,0.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,106.0,64.0,42.0,564.0,3.0,55.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,7,0,111,111,11483.5,2,2.0,1.0,2.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",71.31148,0.00346,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Mobile","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01211",0.0,88.0,49.0,130,"Bassin Urbain",101.93878,59.04139,0.0,0.0,130.64673,0.15616,"en croissance démographique","Lent","82","01",12,12,6,6,1.0,1,69.98475,0.054,66.60473,0.03979,1148,43,3,442,470,291,528,39,19,1145,1108,1118,1376,850,82,23.0,16.0,8.0,8.0,3.0,0.0,0.0,0.0,3.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,515.0,443.0,72.0,39.0,0.0,0.0,0.0,0.0,"Grande Ville",0,55,-4,124,124,11483.5,0,8.0,3.0,9.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",72.54098,0.00519,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01212",0.0,61.0,16.0,107,"Bassin diversifié",101.93878,59.04139,0.0,0.0,107.53231,0.12546,"en croissance démographique","Lescheroux","82","01",10,14,5,5,0.083808247,3,36.33355,0.02804,34.50788,0.02061,596,-3,0,229,229,162,286,32,25,582,534,628,700,462,43,7.0,6.0,4.0,4.0,2.0,0.0,1.0,1.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,233.0,172.0,61.0,32.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,56,0,115,115,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",71.31148,0.01239,32.42578,33.83811,"Bassin diversifié en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01213",0.0,84.0,30.0,112,"Bassin Industriel",101.93878,59.04139,0.0,0.0,112.55719,0.13214,"en croissance démographique","Leyment","82","01",12,13,8,8,0.08414348,3,56.20727,0.04337,49.27544,0.02944,922,41,4,327,327,226,387,42,18,921,898,898,1175,621,74,7.0,16.0,7.0,12.0,1.0,0.0,0.0,1.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,385.0,352.0,33.0,42.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,58,-4,120,120,11483.5,0,1.0,0.0,1.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.95082,0.01066,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01214",0.0,43.0,1.0,119,"Bassin Urbain",101.93878,59.04139,0.0,0.0,119.59201,0.14148,"en croissance démographique","Leyssard","82","01",12,12,6,6,1.0,1,8.71761,0.00673,8.89068,0.00531,143,-3,-2,59,59,47,85,25,1,143,128,148,172,104,11,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,67.0,56.0,11.0,25.0,0.0,0.0,0.0,0.0,"Grande Ville",0,55,0,110,110,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",70.4918,0.00173,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01215",0.0,44.0,1.0,110,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,110.54724,0.12947,"en croissance démographique","Lhôpital","82","01",17,9,10,10,0.067717063,2,2.98715,0.0023,2.8631,0.00171,49,-1,-3,19,19,13,31,9,3,49,42,48,54,36,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,19.0,16.0,3.0,9.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,41,0,108,108,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",70.08197,0.0,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01216",0.0,98.0,38.0,116,"Bassin Industriel",101.93878,59.04139,0.0,0.0,116.57708,0.13747,"en croissance démographique","Lhuis","82","01",15,16,9,9,0.072075092,3,43.95384,0.03392,41.2889,0.02466,721,-37,-5,274,277,189,437,123,37,656,742,672,821,593,31,16.0,14.0,13.0,12.0,1.0,0.0,1.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,294.0,226.0,68.0,123.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,43,4,117,117,11483.5,0,1.0,1.0,3.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",69.2623,0.00173,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Moyenne dynamique","Faible Dynamique Serv et Com",1
"01218",0.0,53.0,7.0,121,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,121.60196,0.14415,"en croissance démographique","Lochieu","82","01",26,21,10,10,0.100905129,3,4.45025,0.00343,4.52068,0.0027,73,-3,-4,30,30,21,57,25,2,73,56,80,80,56,1,5.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,30.0,18.0,12.0,25.0,0.0,0.0,0.0,0.0,"3.Accroissement par excédent migratoire",0,36,0,109,109,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",69.67213,0.00346,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
